If someone has committed enough crime to be on a targeted kill list, they deserve what they get, so targeted killing should be allowed.	Criminals create their own consequences	support	(criminals; capable of; own consequences)(targeted killing; desires; criminals)(own consequences; synonym of; deserve)(own consequences; capable of; should be allowed)
Olympic games should no longer exist.	Olympic games are too expensive.	support	(olympic games; made of; venues and facilities)(venues and facilities; desires; money to build)(money to build; capable of; too expensive)(too expensive; desires; no longer exist)
Targeted killing is wrong.	Fewer criminals leads to a safer world.	counter	(targeted killing; used for; criminals)(criminals; desires; eradication)(eradication; causes; safer world)(safer world; is not a; wrong)
olympic games should be abolished	athletes dreams will be destroyed.	counter	(olympic games; used for; athletes)(athletes; desires; dreams)(dreams; part of; competition)(competition; not desires; abolished)
targeted killing is sometimes necessary	not using targeted killing of planners of terror attacks will lead to a loss of lies in the future	support	(terror attacks; has context; few individuals involved)(few individuals involved; desires; targeted killing)(targeted killing; has property; focus on perpetrator)(focus on perpetrator; has property; necessary)
The Olympic games are not worth it.	The Olympic games are expensive.	support	(the olympic games; created by; resources)(resources; has context; expensive)(expensive; used for; entertainment)(entertainment; part of; unnecessary)(unnecessary; has context; not worth it)
in certain circumstances we have to stop threats even if we have to kill them.	targeting killings sometimes can be effective.	support	(targeting killings; has property; precision)(precision; has property; effective)(effective; used for; certain circumstances)(targeting killings; desires; certain circumstances)(certain circumstances; has property; ethical grey area)(ethical grey area; part of; war)(war; desires; stop threats)
The olympics are full of corruption.	Far too many Olympians have been abusing drugs.	support	(olympics; has property; athletes)(athletes; synonym of; olympians)(olympians; capable of; abusing drugs)(abusing drugs; capable of; corruption)
targeted killing is necessary	targeted killing saves lives.	support	(terrorists; part of; killing innocent people)(killing innocent people; part of; unsafe)(unsafe; desires; targeted killing)(targeted killing; capable of; saves lives)(saves lives; has context; necessary)
Judicial systems are important in situations involving capital punishment	Vigilante justice is wrong	support	(vigilante; not part of; judicial systems)(judicial systems; causes; unbiased judgement)(unbiased judgement; has property; important)(important; antonym of; insignificant)(vigilante; not capable of; justice)(justice; part of; capital punishment)(capital punishment; is not a; insignificant)
Statistics show a positive increase in the people who find the Olympics outdated.	The number of people who enjoy the Olympics is large but much less than before.	support	(olympics outdated; part of; number of people)(number of people; has context; enjoy the olympics)(enjoy the olympics; not has property; positive increase)(positive increase; is a; change in sentiment)(change in sentiment; has property; olympics should end)
Targeted killing goes against the Bible, and shouldn't be allowed.	The ten commandments ban killing	support	(targeted killing; is a; immoral)(immoral; created by; bible)(bible; has context; ten commandments)(ten commandments; capable of; banning)(banning; used for; killing)
the olympic games should not be canceled.	The olympic games bring people together.	support	(olympic games; capable of; entertainment)(entertainment; used for; bring people together)(bring people together; is a; positive)(positive; not desires; be canceled)
targeted killing should be banned.	targeted killing keeps the world safer.	counter	(targeted killing; capable of; assassinate bad guys)(assassinate bad guys; causes; remove bad guys)(remove bad guys; causes; keeps)(keeps; has subevent; the world safer)(the world safer; not desires; banned)
Olympics help make peace.	Olympics are good for international unity.	support	(olympics; is a; worldwide game)(worldwide game; used for; international unity)(international unity; used for; different countries)(different countries; receives action; make peace)
Targeted killings should not be allowed, as it is basically an assassination done by the government.	No person should decide who lives or dies, especially a government that contains people who many people did not vote for.	support	(targeted killings; is a; immoral)(immoral; created by; government)(government; capable of; assassination)(assassination; used for; person)(person; has property; criminal)
government assassinations are immoral and should cease.	Morality depends on the society so murder is okay for some and not for others.	counter	(government assassinations; has context; murder)(immoral; capable of; okay)(morality; has context; depends on society)(murder; capable of; okay)(morality; antonym of; immoral)
Countries and cities that host the game benefit economically from tourism.	Effectively hosting the game will be the biggest challenge for countries and cities.	counter	(olympic games; has subevent; tourism)(tourism; causes; influx of people)(influx of people; causes; biggest challenge)(biggest challenge; has context; benefit economically)(benefit economically; not has property; lasting beyond games)(lasting beyond games; has context; countries and cities)(countries and cities; has context; olympics' costly planning)
Targeted killing is necessary to kill terrorists.	Terrorists that are in need of killing may be eliminated in many ways, but the best is targeted killing.	support	(targeted killing; has context; murder)(murder; used for; kill terrorists)(terrorists; has context; bad)(targeted killing; has context; not bad)(bad; antonym of; not bad)
The games boost the economies of the cities where they are held.	Many people visit the city during the games.	support	(the games; capable of; attraction)(attraction; used for; tourist)(tourist; part of; people)(people; at location; city)(tourist; capable of; boost the economies)
The Olympic games are wasteful.	Many Olympic arenas are used once.	support	(olympic arenas; used for; olympic games)(olympic arenas; capable of; used once)(used once; is a; wasteful)
Targeted killings will eliminate terrorists.	Targeted killings alone will not eradicate terrorists.	counter	(eliminate; synonym of; eradicate)(targeted killings; has subevent; only individuals)(only individuals; not has subevent; dismantle problematic ideology)(dismantle problematic ideology; desires; eliminate)(targeted killings; desires; more holistic approach)(more holistic approach; not has property; eliminate)(eradicate; not used for; terrorists)(terrorists; receives action; re educate)
the olympic games are not worth it.	The olympic games are costly.	support	(the olympic games; is a; costly)(costly; synonym of; expensive)(expensive; is not a; worth it)
Targeted killings should not be used, as it is always wrong to take someone's life.	If taking a life was not immoral, the person who is targeted would not have been targeted in the first place.	counter	(taking a life; not has context; always wrong)(always wrong; desires; absolutism)(absolutism; not has property; moral flexibility)(moral flexibility; part of; targeted killings)(targeted killings; used for; war)(war; has property; accepted)(taking a life; desires; accepted)(accepted; not has property; immoral)
Targeted killing should not be allowed.	Targeted killing keeps the country safe.	counter	(targeted killing; has property; advantages)(advantages; used for; safety)(safety; at location; the country)(safety; receives action; allowed)
